tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
567806151191191553,negative,1.0,Customer Service Issue,0.6473,United,N/A,SSest72,N/A,0,@united thanks! We would like an apology and a full refund. Please confirm when we will receive.,N/A,2015-02-17 14:01:50 -0800,N/A,N/A
567805339790475264,negative,0.66,Flight Booking Problems,0.33,United,N/A,gg8929,N/A,7,@united But I got a bad exchange rate so want my money back. Please can you refund without penalty.,N/A,2015-02-17 13:58:36 -0800,N/A,Amsterdam
567805230550634496,negative,1.0,Late Flight,0.6815,United,N/A,kmensah,N/A,0,"@united My flight UA1159 to Denver for #RMOUG15 has been re-cheduled 5 times.
If I am no show, you'll know why! Ridiculous.",N/A,2015-02-17 13:58:10 -0800,San Francisco,Pacific Time (US & Canada)
567805176388788224,negative,1.0,Customer Service Issue,1.0,United,N/A,sslluvsbooks,N/A,0,@united you're just using automated  responses and don't have the decency to actually care/respond,N/A,2015-02-17 13:57:58 -0800,Loving the Languageof Literacy,Eastern Time (US & Canada)
567805001050890240,negative,1.0,Customer Service Issue,1.0,United,N/A,bernardfparsons,N/A,0,@united JT the issue is with missed connections early gate closings and zero concern from customer service,N/A,2015-02-17 13:57:16 -0800,"Ontario, Canada",Eastern Time (US & Canada)
567804951288901634,negative,0.6714,Late Flight,0.6714,United,N/A,MatthewHendrian,N/A,0,"@united here I was thinking how I could say so many nice things after getting upgraded, but then you delayed my flight... It's ok!",N/A,2015-02-17 13:57:04 -0800,"Denver, CO",Mountain Time (US & Canada)
567804350040416256,negative,1.0,Customer Service Issue,0.6432,United,N/A,bernardfparsons,N/A,0,@united I did DM the details back on 02/14 when this started with phone number to reach me no reply either online or by phone,N/A,2015-02-17 13:54:41 -0800,"Ontario, Canada",Eastern Time (US & Canada)
567802653078728705,negative,1.0,Lost Luggage,1.0,United,N/A,mac8315,N/A,0,@united no claim number. Haven't been back to iAd baggage since. Is there a phone I can call to speak to someone?,N/A,2015-02-17 13:47:56 -0800,N/A,Eastern Time (US & Canada)
567801163581546496,negative,1.0,Customer Service Issue,0.6559,United,N/A,boombaby55,N/A,0,@united worst service ever 😈,N/A,2015-02-17 13:42:01 -0800,san diego,N/A
567800930683609088,negative,1.0,Customer Service Issue,1.0,United,N/A,VettedShopper,N/A,0,@united thanks for your attention. I would actually like to make a specific complaint about customer service at DCA. What is my best option?,N/A,2015-02-17 13:41:05 -0800,N/A,Eastern Time (US & Canada)
567800823674310658,negative,1.0,Can't Tell,0.6542,United,N/A,judaline6,N/A,0,@united can't believe United can't find someone to just simply check a seat back for a missing passport. Loved United but debating choice,N/A,2015-02-17 13:40:40 -0800,N/A,Quito
567799935173947392,negative,1.0,Can't Tell,0.6406,United,N/A,barneykelley,N/A,1,@united I am furious.  You're firm is a disgrace. Despite all our efforts you did zero to protect our daughter. All alone at night # United,N/A,2015-02-17 13:37:08 -0800,"New Canaan, Ct",N/A
567798174946172928,negative,1.0,Flight Booking Problems,1.0,United,N/A,Kustomers1st,N/A,1,@united Your website Flight Booking Problems experience is an obnoxious upsell-laden disaster for anyone with half a brain.,N/A,2015-02-17 13:30:08 -0800,So Cal,Pacific Time (US & Canada)
567797894431117312,negative,1.0,Late Flight,0.6998,United,N/A,Raretturner,N/A,0,@united Flt 4487 is having some MAJOR delays bc ground crew was so SLOW. The flight crew has been terrific. Been 2 hours on the ground..😡...,N/A,2015-02-17 13:29:01 -0800,"Washington, DC",Eastern Time (US & Canada)
567797429517692928,negative,1.0,Late Flight,0.667,United,N/A,sslluvsbooks,N/A,0,"@united sorry, I hate united. i won't get to see my family until Thursday",N/A,2015-02-17 13:27:11 -0800,Loving the Languageof Literacy,Eastern Time (US & Canada)
567794720425144321,negative,1.0,Customer Service Issue,1.0,United,N/A,k8slo,N/A,0,"@United Your customer service for Mileage Plus customers is a disgrace. I just spent 45 min on the phone to reset a pin number, with no luck",N/A,2015-02-17 13:16:25 -0800,Washington DC,Eastern Time (US & Canada)
567794017593991169,negative,1.0,Can't Tell,0.645,United,N/A,nickonken,N/A,1,@united All these changes. Way to stick it to your Premiere 1K loyal customers. Why make things harder for those that loyal to you?,N/A,2015-02-17 13:13:37 -0800,"New York, NY",Pacific Time (US & Canada)
567793696956231680,negative,1.0,Late Flight,1.0,United,N/A,HamiltonSarah,N/A,0,"@united thanks for the offer, but I finally made it to my destination, albeit hours Late Flight.",N/A,2015-02-17 13:12:21 -0800,"chicago, il",Central Time (US & Canada)
567793494695157760,negative,1.0,Cancelled Flight,0.6598,United,N/A,SurveysOnTheGo,N/A,0,@United Airlines Cancelled Flights OC FLL #flight today. $700 to switch. No notice no apology. We are done flying #UnitedAirlines.,N/A,2015-02-17 13:11:32 -0800,Costa Mesa,Pacific Time (US & Canada)
567793064221130752,negative,1.0,Can't Tell,0.3333,United,N/A,ferriertv,N/A,0,@united it would be super if you paid as much attention to actual fliers as you do to credit card holders.,N/A,2015-02-17 13:09:50 -0800,Denver,Mountain Time (US & Canada)
567792433687175168,negative,1.0,Late Flight,0.6594,United,N/A,LizGaskins,N/A,0,@united I travel a lot and I get it. You're still my fave but EWR to Cleveland w/40 min layover to connect to DC = our best option? Come on.,N/A,2015-02-17 13:07:19 -0800,"Washington, DC",Eastern Time (US & Canada)
567791786145378304,negative,1.0,Lost Luggage,1.0,United,N/A,antoniocosta64,N/A,0,"@united 3pm and my bags still not here. not even a courtesy toiletries kit. not the flight experience I was expecting, very disappointed.",N/A,2015-02-17 13:04:45 -0800,"Conway, AR",N/A
567791389011910656,negative,1.0,Cancelled Flight,1.0,United,N/A,27_POWERS,N/A,0,@United Airlines Cancelled Flights OC FLL #flight today. $700 to switch. No notice no apology. Done flying #UnitedAirlines.,N/A,2015-02-17 13:03:10 -0800,"Costa Mesa, CA",Pacific Time (US & Canada)
567790995148783616,negative,1.0,Bad Flight,0.6296,United,N/A,mattman1964,N/A,0,"@united flight 86 LAX-IAD, back rows NOT CLEANED prior to boarding. How gross is that to find used tissues in your seat?  Please.",N/A,2015-02-17 13:01:36 -0800,NoVa,Eastern Time (US & Canada)
567790177063608320,negative,1.0,Customer Service Issue,1.0,United,N/A,Tony_Ciccolella,N/A,0,@united plus you horrible seating and poor customer service everywhere I've flown. now you take away the mileage program..horrible,N/A,2015-02-17 12:58:21 -0800,"Brentwood, CA",Pacific Time (US & Canada)
567789974717747200,negative,1.0,Customer Service Issue,1.0,United,N/A,Tony_Ciccolella,N/A,0,@united you'd learn if you listen to your customers...you do want you want...@VirginAmerica asks their customer what they want,N/A,2015-02-17 12:57:33 -0800,"Brentwood, CA",Pacific Time (US & Canada)
567789435795861504,negative,1.0,Customer Service Issue,1.0,United,N/A,danahajek,N/A,0,@united customer service 👎,N/A,2015-02-17 12:55:25 -0800,chicago IL,Central Time (US & Canada)
567789433010016256,negative,1.0,Customer Service Issue,0.6544,United,N/A,barneykelley,N/A,0,@united Priceless. United stranded my daughter at O'Hare. United did zero to keep her safe.....alone on a plastic chair for 9h! # United Air,N/A,2015-02-17 12:55:24 -0800,"New Canaan, Ct",N/A
567788341538861056,negative,1.0,Cancelled Flight,1.0,United,N/A,DC_Geoff,N/A,0,@united 3359 which you finally Cancelled Flightled.,N/A,2015-02-17 12:51:04 -0800,"Washington, DC",Atlantic Time (Canada)
567787240399851520,negative,0.6667,Customer Service Issue,0.3542,United,N/A,NozzeOro,N/A,0,.@united what link? Those are all the email offers u sent me in a year to buy/transfer miles.The last 1 just expired http://t.co/ZZPs5ywVE2,N/A,2015-02-17 12:46:41 -0800,Italy,Rome
567786652991770629,negative,1.0,Late Flight,1.0,United,N/A,applecor2,N/A,0,@united thanks finally made it.. Missed meetings but what can I do now?,N/A,2015-02-17 12:44:21 -0800,N/A,Mountain Time (US & Canada)
567786475262345216,negative,1.0,Late Flight,1.0,United,N/A,sslluvsbooks,N/A,0,@united Our flight was originally supposed to leave at 1:40pm &amp; now we won't leave until 5. This is the 2nd time this has happened,N/A,2015-02-17 12:43:39 -0800,Loving the Languageof Literacy,Eastern Time (US & Canada)
567786224812060672,negative,1.0,Lost Luggage,1.0,United,N/A,rizolltizide,N/A,0,"@united Supposedly, they're out for delivery. I'll believe it when I see it.",N/A,2015-02-17 12:42:39 -0800,St. Pete,Eastern Time (US & Canada)
567786135904980993,negative,0.6641,Customer Service Issue,0.6641,United,N/A,Maslowchild,N/A,0,"@united Thank you. Yes, I was hoping to speak with someone directly, but appreciate the link nonetheless. :)",N/A,2015-02-17 12:42:18 -0800,West Coast of America,Alaska
567782346833686528,negative,1.0,Lost Luggage,1.0,United,N/A,MeaganKristenC,N/A,0,"@united Hi JH, my experience with United has been entirely disgusting but yes, I'd like assistance in getting compensated for my bag.",N/A,2015-02-17 12:27:15 -0800,New York | Los Angeles,Atlantic Time (Canada)
567781357355794432,negative,0.6544,Customer Service Issue,0.6544,United,N/A,Vinobuddha,N/A,0,@united probably wouldn't be doing it had someone returned my call or email. Case number 8273993,N/A,2015-02-17 12:23:19 -0800,N/A,N/A
567780888700669952,negative,1.0,Can't Tell,0.3423,United,N/A,joebarti,N/A,0,"@united I can't even fit my name on the first two lines, yes... Please do pass on feedback. This is a big downgrade from previous years.",N/A,2015-02-17 12:21:27 -0800,Colorado,Amsterdam
567778703959408641,negative,1.0,Cancelled Flight,0.6684,United,N/A,shaneadambecker,N/A,0,"@united no, it was 2 flight Cancelled Flightlations (one due to weather, one mechanical) paid own hotel, bag held in transfer. No voucher/compensation",N/A,2015-02-17 12:12:46 -0800,"New York, NY",Atlantic Time (Canada)
567778606546694144,negative,1.0,Cancelled Flight,0.6786,United,N/A,mlipschits,N/A,0,@united i got email that my reservations got Cancelled Flightled and i will be refunded.  Nothing got refunded as of yet,N/A,2015-02-17 12:12:23 -0800,Jerusalem-London-Antwerp,N/A
567778009013178368,negative,1.0,Cancelled Flight,1.0,United,negative,realmikesmith,Cancelled Flight,0,@united So what do you offer now that my flight was Cancelled Flighted and I'm stranded away from home and work?,"[26.37852293, -81.78472152]",2015-02-17 12:10:00 -0800,Chicago,Eastern Time (US & Canada)
567775456678912000,negative,1.0,Can't Tell,1.0,United,N/A,madmcferrin,N/A,0,@united you are really trying me today.,N/A,2015-02-17 11:59:52 -0800,N/A,Quito
567774437673603073,negative,1.0,Customer Service Issue,0.6882,United,N/A,kristofurmac,N/A,0,@united no they were to busy taking to each other and I needed to get to an audition.,N/A,2015-02-17 11:55:49 -0800,LA,N/A
567773609939058688,negative,1.0,Customer Service Issue,0.7007,United,N/A,bernardfparsons,N/A,0,@united quick response offering assistance but lack of follow through - not really the service I was expecting,N/A,2015-02-17 11:52:31 -0800,"Ontario, Canada",Eastern Time (US & Canada)
567772765756080128,negative,1.0,Late Flight,0.6652,United,N/A,DC_Geoff,N/A,1,@united Stuck in IAD going on 6 hours waiting for a ferry flight from Nashville that u can't tell when it will arrive?!! Ridiculous!!,N/A,2015-02-17 11:49:10 -0800,"Washington, DC",Atlantic Time (Canada)
567771124235517952,negative,1.0,Flight Attendant Complaints,0.6789,United,N/A,thodge77,N/A,0,"@united flt 4567 no gate agent, no announcements. So unprofessional. Time to go back to @Delta",N/A,2015-02-17 11:42:39 -0800,Memphis,Central Time (US & Canada)
567770910107897856,negative,1.0,Late Flight,1.0,United,N/A,thodge77,N/A,0,@united flt. 4567 departure time has changed five times in the last 20 minutes. Why don't you figure out a solution and announce once?,N/A,2015-02-17 11:41:48 -0800,Memphis,Central Time (US & Canada)
567769798831255552,negative,1.0,Lost Luggage,1.0,United,N/A,raedenez,N/A,0,@united bags are still in Houston since Friday and still have not been reimbursed the baggage fee.,N/A,2015-02-17 11:37:23 -0800,North Tonawanda,N/A
567768156111126528,negative,0.6533,Lost Luggage,0.6533,United,N/A,rizolltizide,N/A,0,@united who can tell me where they are?,N/A,2015-02-17 11:30:51 -0800,St. Pete,Eastern Time (US & Canada)
567767997981671424,negative,1.0,Cancelled Flight,1.0,United,N/A,thodge77,N/A,0,"@united flight 4567 have already been Cancelled Flightled once, been trying to get home two days. Staff being very unhelpful.",N/A,2015-02-17 11:30:13 -0800,Memphis,Central Time (US & Canada)
567767810655670272,negative,1.0,Flight Attendant Complaints,1.0,United,N/A,DGomezPearlberg,N/A,1,@united each flight is worse than last! flight attendants don't even know whether the plane is equipped with power outlets at the seats!,"[40.70773298, -74.17069948]",2015-02-17 11:29:29 -0800,NYC,Eastern Time (US & Canada)
567767744356294656,negative,0.6691,Flight Attendant Complaints,0.3523,United,N/A,thodge77,N/A,0,@united flight 4567 agent now wandered off. Pilots came out looking for her. Went to charge her personal phone which she'd been txting on,N/A,2015-02-17 11:29:13 -0800,Memphis,Central Time (US & Canada)
567767439493300224,negative,1.0,Flight Attendant Complaints,1.0,United,N/A,thodge77,N/A,0,@united waiting for flight 4567 to memphis. Incredibly rude gate agent waited until after departure time to announce delay. (1 of 2) #rude,N/A,2015-02-17 11:28:00 -0800,Memphis,Central Time (US & Canada)
567767341090361344,negative,0.6703,Flight Booking Problems,0.3626,United,N/A,TexanHollie,N/A,0,@united I don't see how I need to spend an extra $100 bc of ur equipment failure.,N/A,2015-02-17 11:27:37 -0800,The Lone Star State,Central Time (US & Canada)
567767251383808000,negative,1.0,Flight Booking Problems,0.3571,United,N/A,TexanHollie,N/A,0,@united I don't need to make any changes. I reserved my seats when I bought my tickets and there was an error &amp; now there are no comp seats,N/A,2015-02-17 11:27:15 -0800,The Lone Star State,Central Time (US & Canada)
567767199700758530,negative,1.0,Bad Flight,0.6481,United,N/A,DGomezPearlberg,N/A,1,@united its 2015 and no power outlets at the seats on a 6 hour flight to California? Seriously? This is why airlines are failing!! Pathetic!,"[40.70749747, -74.17084113]",2015-02-17 11:27:03 -0800,NYC,Eastern Time (US & Canada)
567767009908109312,negative,0.6633,Late Flight,0.6633,United,N/A,jmacie3,N/A,0,@united thanks kp but luckily my transfer has maintenance issues and is still delayed so I didn't miss my transfer...,N/A,2015-02-17 11:26:18 -0800,N/A,N/A
567766384378388480,negative,0.65,Customer Service Issue,0.65,United,N/A,MBinMD,N/A,0,@united - could you please send me a phone # to the refunds department?  We have submitted our claim through email without success.,N/A,2015-02-17 11:23:49 -0800,N/A,Eastern Time (US & Canada)
567766329352921088,negative,1.0,Late Flight,0.7139,United,N/A,conlach,N/A,0,"@united I'm not this person, but I've been sitting in Denver for three hours and all I want to do is get on a plane. Please let me go home.",N/A,2015-02-17 11:23:36 -0800,"Bozeman, Montana",Central Time (US & Canada)
567765716527771648,negative,1.0,Late Flight,0.6489,United,N/A,jupiterjpr,N/A,0,@united  flight 441 on 2/4 was delayed over three hours because the pilot never showed up!,N/A,2015-02-17 11:21:10 -0800,N/A,N/A
567765558393700352,negative,0.6526,Late Flight,0.3579,United,N/A,AndrewBarco1,N/A,0,@united I just need to get to RIC tonight. I've been in EWR for 24hrs now.,N/A,2015-02-17 11:20:32 -0800,Usually in a plane,Eastern Time (US & Canada)
567765379653849091,negative,1.0,Can't Tell,0.7077,United,N/A,elliotg9,N/A,0,@united which is why my next flights to Miami will be on another airline.,N/A,2015-02-17 11:19:49 -0800,N/A,N/A
567764411205439488,negative,1.0,Customer Service Issue,0.3516,United,N/A,catmaxed,N/A,0,@united It is super frustrating that the folks at the United Ticket Counter in Pittsburg aren't honoring their own Media Rate! #unitedfail,N/A,2015-02-17 11:15:58 -0800,N/A,Pacific Time (US & Canada)
567763529277923329,negative,1.0,Lost Luggage,0.6901,United,N/A,joelraronoff,N/A,0,@united 45 minutes after arrival and no bags for most people. UA469 from den to ewr. How long should we wait until a ual rep comes here?,N/A,2015-02-17 11:12:28 -0800,"Denver, CO",Mountain Time (US & Canada)
567761476338073600,negative,1.0,Customer Service Issue,0.6806,United,N/A,SSest72,N/A,0,@united with Karen and found her unhelpful and rude  called United at the time &amp; told she could board but Karen would not accept,N/A,2015-02-17 11:04:19 -0800,N/A,N/A
567761267826651139,negative,1.0,Flight Attendant Complaints,0.6404,United,N/A,SSest72,N/A,0,"@united she has crossed 4 prior times with other carriers and no issue. Karen was rude, untrained and unhelpful I also spoke",N/A,2015-02-17 11:03:29 -0800,N/A,N/A
567761113631449089,negative,0.6642,Can't Tell,0.3494,United,N/A,SSest72,N/A,0,"@united nexus confirmed that at any crossing via air, car or boat she can travel with only Nexus.",N/A,2015-02-17 11:02:52 -0800,N/A,N/A
567760901869416448,negative,1.0,Customer Service Issue,0.6701,United,N/A,SSest72,N/A,0,@united 2 employee yelled at her. 3 employee stood with others whispering and pointing at her from behind counter,N/A,2015-02-17 11:02:02 -0800,N/A,N/A
567760664752824321,negative,1.0,Flight Attendant Complaints,0.3437,United,N/A,SSest72,N/A,0,@united 1 refused boarding with Nexus. nexus confirmed she should not be refused,N/A,2015-02-17 11:01:05 -0800,N/A,N/A
567758882484793344,negative,1.0,Lost Luggage,1.0,United,N/A,ms06883,N/A,0,@united u lost my bag and would not refund my bag fee? Does that make sense to you? And yes I already called cust svc. They said no.,N/A,2015-02-17 10:54:00 -0800,"fairfield county, connecticut",N/A
567758478371196928,negative,1.0,Bad Flight,0.6524,United,N/A,alecearush,N/A,0,@United yall tried it with this little bitty plane flying out of boston!! I hate little planes!!!,N/A,2015-02-17 10:52:24 -0800,N/A,N/A
567754136255725568,negative,1.0,Customer Service Issue,0.6725,United,N/A,rjewry,N/A,1,@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.,N/A,2015-02-17 10:35:09 -0800,N/A,N/A
567752542491516928,negative,1.0,Late Flight,0.6667,United,N/A,fshubert,N/A,0,@united @NY_NJairports Only at Newark can you land 15 minutes early but lose all that time waiting on tarmac for a gate.,N/A,2015-02-17 10:28:49 -0800,Northwestern NJ,Eastern Time (US & Canada)
567752396097351681,negative,1.0,Flight Booking Problems,0.3429,United,N/A,courtneymjay,N/A,0,@united giving up on your direct flight from IAH to Honolulu. 3rd attempt in 3 years - 3rd delay.  $7 meal voucher. Wow. Customer service!,N/A,2015-02-17 10:28:14 -0800,N/A,Atlantic Time (Canada)
567749045524131841,negative,1.0,Lost Luggage,0.6716,United,N/A,jholowka,N/A,0,@united Nearly 48 hours Late Flightr and still no idea where it is. I will never fly United again if I can help it.,N/A,2015-02-17 10:14:55 -0800,Toronto,Eastern Time (US & Canada)
567748973428219904,negative,1.0,Bad Flight,1.0,United,N/A,fshubert,N/A,0,@united 1591 had wi-fi broken on plane. Had same outage on 1618 on Friday. How can Southwest get it right on every plane but United can't?,N/A,2015-02-17 10:14:38 -0800,Northwestern NJ,Eastern Time (US & Canada)
567748565095968769,negative,1.0,Late Flight,1.0,United,N/A,MsDMichelle,N/A,0,@united Second day &amp; attempt trying to leave IAD &amp; I'm on another plane delayed for mechanical issues. Over an hour delayed!,N/A,2015-02-17 10:13:00 -0800,"Washington, DC",Eastern Time (US & Canada)
567747041976410112,negative,1.0,Late Flight,1.0,United,N/A,TuraPeter,N/A,0,@united when is my plane coming?  Been delayed for almost 7 hours. No plane.,N/A,2015-02-17 10:06:57 -0800,N/A,N/A
567746540903493632,negative,1.0,Bad Flight,1.0,United,N/A,tcfitz3,N/A,0,@united Not fast enough.  No excuse for service between big hubs to have such outdated craft. Southwest has wifi. This is awful.,N/A,2015-02-17 10:04:58 -0800,Houston,Central Time (US & Canada)
567745362727686145,negative,1.0,Late Flight,1.0,United,N/A,JenSpnSuperstar,N/A,0,@united my mother's flight was delayed from phl-ord. We're on our way to NRT and the gate refused to upgrade. A platinum.  Blegh,N/A,2015-02-17 10:00:17 -0800,"Houston, Texas",Central Time (US & Canada)
567745233900044289,negative,1.0,Late Flight,0.7055,United,N/A,rfogarty41,N/A,0,@united is Late Flight again.  Everyone braved the weather and 40 passengers are waiting for a flight crew.  Really!,N/A,2015-02-17 09:59:46 -0800,N/A,N/A
567745016702181376,negative,1.0,Lost Luggage,1.0,United,N/A,jrrodrig57,N/A,0,@united Miserable trip ... lost bag Sat... found Mon... lost again... shipping 2nd day ground Tues... might have it for return flight home,N/A,2015-02-17 09:58:54 -0800,N/A,N/A
567745009890623488,negative,1.0,Customer Service Issue,0.6854,United,N/A,elliotg9,N/A,0,@united spending the afternoon @ Mia. Not your fault.  No lounge? Very inconvenient.,N/A,2015-02-17 09:58:53 -0800,N/A,N/A
567744887664439298,negative,1.0,Customer Service Issue,1.0,United,N/A,mosesfreund,N/A,0,@united costumer service sucks! Waiting for a week for a response,N/A,2015-02-17 09:58:24 -0800,N/A,N/A
567743132180033536,negative,0.6756,Flight Booking Problems,0.6756,United,N/A,ColtSTaylor,N/A,0,@united I somehow think I'm going to be stuck paying for a hotel room in Denver without winter clothes on my dime.  I guess we'll see.,N/A,2015-02-17 09:51:25 -0800,All Over The World,N/A
567742500366872576,negative,0.6581,Customer Service Issue,0.6581,United,N/A,ColtSTaylor,N/A,0,@united of course I need help.  I've been DMing you ladies and gents all day. Your only solution is hope for the best and LAX.,N/A,2015-02-17 09:48:54 -0800,All Over The World,N/A
567739357881040896,negative,1.0,Customer Service Issue,0.3654,United,N/A,ljsbrooks,N/A,0,"@united I was denied use of a rear facing car seat on UA5025, an ERJ145. Can you confirm the actual policy?",N/A,2015-02-17 09:36:25 -0800,N/A,N/A
567739149818413056,negative,1.0,Late Flight,0.7206,United,N/A,Aeisinger,N/A,0,"@united you better hold my flight to Tucson #5237, just landed in Houston after an hour delay for some minor computer problem",N/A,2015-02-17 09:35:36 -0800,Deerfield,Mountain Time (US & Canada)
567736717352763394,negative,1.0,Damaged Luggage,1.0,United,N/A,mac8315,N/A,0,"@united dropped off a luggage at IAD over 2 months ago for repair from damages haven't heard anything about it since, when do I get it back?",N/A,2015-02-17 09:25:56 -0800,N/A,Eastern Time (US & Canada)
567735983370539008,negative,1.0,Cancelled Flight,1.0,United,N/A,AndrewBarco1,N/A,0,@united feck guys. Stop Cancelled Flightling flights from EWR to RIC the weather is fine I both locations!!!,N/A,2015-02-17 09:23:01 -0800,Usually in a plane,Eastern Time (US & Canada)
567734795849834497,negative,1.0,Cancelled Flight,1.0,United,N/A,shannonhannon,N/A,0,@united Step 1: Cancelled Flight flight. Step 2: Don't notify customer. Step 3: Charge them for food while they try to survive their wait. Brilliant.,N/A,2015-02-17 09:18:17 -0800,N/A,N/A
567734618095230976,negative,1.0,Can't Tell,1.0,United,N/A,BhutanOrient,N/A,0,"@united + besides, no small degree of self-interest. We take that route several times a year &amp; would hate to be in that situation.",N/A,2015-02-17 09:17:35 -0800,Bhutan,Pacific Time (US & Canada)
567734128011784192,negative,1.0,Cancelled Flight,0.6875,United,N/A,SeanHerwaldt,N/A,0,.@united we rebooked. But @casleah and I had to split up and take different flights because a pilot ran out of hours? Frustrating.,N/A,2015-02-17 09:15:38 -0800,Kanasa City,Central Time (US & Canada)
567732468657041408,negative,1.0,Flight Attendant Complaints,1.0,United,N/A,BhutanOrient,N/A,0,@united + that's the gist of what the flight attendant told her.,N/A,2015-02-17 09:09:03 -0800,Bhutan,Pacific Time (US & Canada)
567732284959113216,negative,1.0,Flight Attendant Complaints,0.7033,United,N/A,BhutanOrient,N/A,0,@united BTW is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation? +,N/A,2015-02-17 09:08:19 -0800,Bhutan,Pacific Time (US & Canada)
567731810910498816,negative,1.0,Flight Attendant Complaints,0.6812,United,N/A,BhutanOrient,N/A,0,"@united +what took me aback was the response by the flight attendant, who put the responsibility squarely back on passenger's shoulders. +",N/A,2015-02-17 09:06:26 -0800,Bhutan,Pacific Time (US & Canada)
567731738924032000,negative,1.0,Customer Service Issue,0.3463,United,N/A,MiKasuga,N/A,0,@united No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business.,N/A,2015-02-17 09:06:09 -0800,"New York, NY",Eastern Time (US & Canada)
567731485894270977,negative,1.0,Late Flight,0.6806,United,N/A,applecor2,N/A,0,@united sat at airport for 5 hrs still sitting at gate..  Sigh,N/A,2015-02-17 09:05:08 -0800,N/A,Mountain Time (US & Canada)
567730472076464129,negative,1.0,Late Flight,0.3487,United,N/A,CanadianCowgirl,N/A,0,@united Gold Star for united- change my flight- miss all connections- but can't accommodate me until a MUCH Late Flightr arrival time-Not HAPPY!,N/A,2015-02-17 09:01:07 -0800,Nova Scotia,Eastern Time (US & Canada)
567730299912482816,negative,0.3456,Can't Tell,0.3456,United,N/A,meracross,N/A,0,"@united's first-class #cockup
http://t.co/oh7CFv7DHR",N/A,2015-02-17 09:00:26 -0800,Toronto,Pacific Time (US & Canada)
567727599627943936,negative,1.0,Late Flight,1.0,United,N/A,alvintylaw,N/A,0,@united did not let me get on the IAH-HNL direct. Now weather delay for my SFO leg. Stop being reactive and be proactive!,N/A,2015-02-17 08:49:42 -0800,"Island of Oahu, Hawaii",N/A
567727403964055552,negative,0.7109,Can't Tell,0.3609,United,N/A,richardkerris,N/A,0,"@united Bad coffee, but the juice is ok. #GetPhilz @ United Terminal SFO Airport http://t.co/Sg7IQqFVsO","[37.62006843, -122.38822083]",2015-02-17 08:48:55 -0800,"Los Gatos, CA ",N/A
567726860638101504,negative,1.0,Customer Service Issue,1.0,United,N/A,mlipschits,N/A,0,@united why am i mot getting my refund?,N/A,2015-02-17 08:46:46 -0800,Jerusalem-London-Antwerp,N/A
567725820056068096,negative,1.0,Can't Tell,1.0,United,N/A,kat_volk,N/A,0,.@united nothing apparently. I've flown w/ you 4 times in last 3 weeks and 3 of those experiences (incl today) were clusterfucks.,N/A,2015-02-17 08:42:37 -0800,"Tucson, AZ and Vancouver, BC",Arizona
567725163077070848,negative,0.6496,Bad Flight,0.3416,United,N/A,BhutanOrient,N/A,0,@united didn't get her name. She was not in our group. She was sitting behind us. Think it was window seat #40? We only overheard...,N/A,2015-02-17 08:40:01 -0800,Bhutan,Pacific Time (US & Canada)
567724189872697348,negative,0.6579,Customer Service Issue,0.3344,United,N/A,mtezna,N/A,0,@united You know what the United Club needs? Power. MOAR power. Insufficient outlets for the #RoadWarrior (ORD),N/A,2015-02-17 08:36:09 -0800,Virginia,Eastern Time (US & Canada)
567724091809878016,negative,1.0,Customer Service Issue,0.6701,United,N/A,TheSapphireLife,N/A,0,@united THRILLED to have my carry-on checked against my will by two nasty gate agents only to see an entire empty bin when I boarded last...,N/A,2015-02-17 08:35:45 -0800,"Boston, MA",N/A
567717552290136065,negative,1.0,Can't Tell,0.3587,United,N/A,OHaraAmber,N/A,0,@united what if business as usual meant dropping the bully mentality and fostering inspiration for a greater business #EmployeeRelations,N/A,2015-02-17 08:09:46 -0800,"Wheatridge,Colo",N/A
567716403117957120,negative,1.0,Bad Flight,1.0,United,N/A,tcfitz3,N/A,0,"@United - Ridiculous to fly outdated 757s anywhere much less btwn IAH and SFO. No power ports, no  Wifi, no personal entertainment. TORTURE",N/A,2015-02-17 08:05:12 -0800,Houston,Central Time (US & Canada)
567714192980201472,negative,1.0,longlines,0.3469,United,N/A,lauralscott,N/A,0,@united last night we waited forever at the gate because someone from corporate dispatch FORGOT to call the crew #unfriendlyskies,"[0.0, 0.0]",2015-02-17 07:56:25 -0800,"ÜT: 40.976702,-72.210688",Quito
567713896627470336,negative,1.0,Flight Attendant Complaints,1.0,United,N/A,rachaeldoyle21,N/A,0,"@united Broken entertainment system on my 8 hour NYC flight, terrible cabin crew service and online complaint form won't work #hopeless",N/A,2015-02-17 07:55:15 -0800,"Portsmouth, UK",N/A
567703258425081857,negative,1.0,Late Flight,0.7073,United,N/A,wackydunks,N/A,0,.@united call my work and tell them it's your fault I'm Late Flight,N/A,2015-02-17 07:12:58 -0800,"grand rapids, michigan",Eastern Time (US & Canada)
